Stimuli,Condition,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,session,participant,date,exp_name,frameRate,
17_1_1.png,fish,right,0,40,40,40,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_2.png,fish,None,0,41,41,41,,['right'],0,[0.0002200603485107422],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
33_1_1.png,bicycle,right,0,42,42,42,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
33_1_2.png,bicycle,None,0,43,43,43,,['right'],0,[0.0001049041748046875],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
33_1_3.png,bicycle,None,0,44,44,44,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
33_1_4.png,bicycle,None,0,45,45,45,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_1.png,airplane,right,0,46,46,46,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_2.png,airplane,None,0,47,47,47,,['right'],0,[0.00010919570922851562],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_3.png,airplane,None,0,48,48,48,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
34_1_1.png,scissor,right,0,49,49,49,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
34_1_2.png,scissor,None,0,50,50,50,,['right'],0,[0.000102996826171875],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_1.png,dog,right,0,51,51,51,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
